439	4625
442	12351
443	113
470	3626
473	2221
480	6969
487	9203
488	10791
490	7324
493	3066
501	8865
504	852
506	9095
507	242
508	1759
510	1540
510	4711
510	12445
511	4213
511	10937
512	3719
516	11489
519	9368
520	9951
527	9743
528	3380
528	9027
529	1062
529	11933
531	9390
533	3734
533	5024
536	787
536	5813
537	198
537	5074
539	7029
541	3820
541	10815
542	11826
543	6766
543	7739
543	12460
545	162
545	8740
545	10709
546	1909
548	3981
548	6619
549	4573
550	11572
551	2668
551	10593
552	11769
553	708
553	6347
553	12029
554	5588
556	11304
556	12015
557	9976
557	11051
559	11667
562	248
562	9928
564	477
564	9198
564	12372
565	6398
565	10718
566	10357
567	6447
567	10262
567	11837
569	2899
569	3093
571	7762
572	9855
573	539
574	3963
575	11482
576	9240
579	6075
579	9747
579	9876
580	3283
581	10853
582	564
583	10607
584	4910
585	1175
585	8749
585	11657
587	7008
589	11981
590	6885
591	3545
593	5097
594	3845
595	5870
596	2440
598	6444
598	7226
598	8767
598	10055
599	11371
600	5385
600	10901
601	1233
601	6978
602	3604
602	11802
603	2531
603	3102
603	12314
604	3183
605	2927
605	7358
605	9034
605	11234
606	848
606	1085
606	10043
607	428
607	6495
608	908
608	5545
608	11161
609	3179
610	3755
611	1459
611	8255
611	8515
611	9887
611	9963
612	7447
613	945
613	8782
613	11887
614	11724
615	898
616	5048
616	10140
616	10846
617	5031
617	10829
618	1631
619	2647
620	10355
624	253
624	2069
624	4339
624	10616
625	944
625	12392
626	2815
626	7416
626	8036
627	2003
627	4348
627	7902
627	7983
627	9261
627	11388
628	3523
628	5314
628	6707
628	8410
628	9500
629	2843
629	4823
629	5742
629	5845
629	5877
629	6145
629	11774
630	707
631	1632
632	1261
632	2426
632	4341
632	11189
633	6322
635	3744
635	7945
636	8207
636	11935
637	4415
638	521
638	3009
638	10642
640	11985
641	8323
641	8483
642	469
642	10305
643	2673
643	4440
643	4618
643	7174
643	10295
644	571
644	3498
644	3725
644	4849
644	7175
644	11763
645	1679
645	2284
645	5836
645	6562
645	10572
646	6594
647	3189
647	9613
647	10892
648	2250
648	4804
649	1053
649	2162
649	4285
649	5987
650	5202
650	9592
650	12356
651	892
651	11366
652	2128
652	6139
652	8058
652	9545
653	9274
654	5121
654	5959
654	6857
655	2402
655	3920
655	12317
657	2129
657	2425
657	6352
657	8617
658	550
658	3802
658	8595
659	1013
659	1336
659	7478
659	7583
659	10745
659	11506
660	1117
660	1570
660	4709
660	8885
660	9711
660	10779
660	11033
660	11048
661	7854
661	11730
662	1981
662	5632
662	7255
662	8381
663	2318
663	4264
663	7701
663	11900
664	2001
664	5007
664	6294
665	3853
665	6281
665	9577
666	911
666	3883
666	4747
666	7565
666	8217
666	10074
666	11629
667	4784
667	6956
667	7907
667	8752
667	9088
667	10176
668	5353
668	5556
668	6776
668	8267
668	9815
668	11230
669	4866
669	6291
669	11009
670	3603
670	7070
670	10485
670	11070
670	11531
671	92
671	2206
671	4216
671	4420
671	4697
671	8022
672	1965
672	3055
672	3732
672	4284
672	5487
672	10120
672	10965
673	1290
673	1390
673	2835
673	5428
673	9632
673	10135
674	1916
674	2166
674	2518
674	3343
674	4182
674	4313
674	6971
674	7038
674	7965
674	9297
674	12274
675	4612
675	6813
675	7558
675	7752
675	8139
675	11231
675	12050
675	12150
675	12251
676	679
676	1783
676	5017
676	6321
676	8820
676	10333
676	10412
676	12115
677	1525
677	2575
677	7150
677	11076
678	3310
678	3635
678	4718
678	5827
678	8572
678	9425
678	9633
678	9864
678	10117
678	11179
678	12164
679	1843
679	3195
679	3797
679	7742
679	8458
679	9953
679	10478
680	1719
680	4210
680	7080
680	7133
680	8806
680	10096
680	10336
680	11478
681	789
681	6004
681	6979
681	7551
681	7934
681	8585
681	10170
681	11927
681	12071
682	108
682	2277
682	3966
682	8399
682	10367
682	11058
682	11319
683	1595
683	1856
683	3677
683	4919
683	5139
683	8579
683	9262
683	9358
684	29
684	1196
684	1452
684	3096
684	5696
684	5878
684	6375
684	8537
684	9436
684	9560
684	10206
684	10722
684	10870
684	11814
685	2043
685	5661
685	5740
685	5778
685	9064
685	10059
686	273
686	1998
686	5692
686	10249
686	11102
686	11284
687	421
687	1464
687	1706
687	1867
687	3352
687	4039
687	4538
687	5528
687	7313
688	751
688	1885
688	2193
688	6383
688	7250
688	7775
688	8380
688	8882
688	10325
688	10483
689	738
689	4533
689	8955
689	9805
689	10228
689	10344
689	10464
689	11144
689	11392
690	1761
690	3655
690	4799
690	5546
690	7148
690	7163
690	7232
690	8007
690	8127
690	8218
690	9926
690	12104
691	555
691	701
691	3464
691	4491
691	5081
691	6586
691	7188
691	8624
691	10339
691	12122
691	12395
692	78
692	755
692	2360
692	2474
692	3130
692	4322
692	5445
692	7844
692	9311
692	10667
692	11146
692	12062
693	360
693	1547
693	2144
693	2563
693	5804
693	6286
693	8352
693	10054
693	10343
693	11402
693	11732
694	358
694	1002
694	2411
694	2681
694	2683
694	2711
694	6845
694	7159
694	8141
694	12114
695	640
695	1340
695	1860
695	3293
695	3460
695	4055
695	4337
695	4589
695	5948
695	6283
695	6493
695	8343
695	9620
695	10220
695	10951
695	12366
696	1956
696	6687
696	12203
697	896
697	2293
697	2462
697	5080
697	7058
697	9775
697	10719
697	11210
698	506
698	607
698	1349
698	3955
698	9609
699	670
699	1142
699	2507
699	4677
699	7332
699	8221
699	8242
699	9101
699	9139
699	10561
699	11604
699	11786
699	12132
700	606
700	2538
700	3054
700	3328
700	7196
700	8737
700	9235
700	9989
700	10319
700	11790
701	1933
701	8011
701	11184
702	8881
702	9960
703	86
703	2143
703	2338
703	3445
703	3595
703	3613
703	4752
703	8067
703	8363
703	8482
703	8542
703	8781
703	8900
703	12033
703	12228
704	436
704	1259
704	2784
704	6407
704	6848
704	6873
704	7347
704	7370
704	9287
704	9832
704	9954
704	10183
704	10474
704	10776
704	11860
704	11951
704	12087
704	12486
705	8197
705	9426
705	12077
706	804
706	1060
706	1564
706	1726
706	4813
706	4957
706	7882
706	9718
706	11849
707	1767
707	6781
707	7368
707	7975
707	8821
707	8911
707	11060
707	11301
708	1250
708	1838
708	2692
708	5342
708	7734
708	8145
709	1207
709	3798
709	4032
709	4830
709	4974
709	6843
709	7254
709	10590
709	12280
710	818
710	1650
710	2399
710	2860
710	2963
710	3768
710	5094
710	6452
710	7620
710	8158
710	8679
710	9922
710	10817
711	1634
711	1680
711	1683
711	1828
711	2152
711	2181
711	2433
711	3007
711	3455
711	5132
711	5634
711	6061
711	6095
711	6319
711	7112
711	7430
711	8621
711	9160
711	9664
711	10508
711	10918
711	11486
712	511
712	899
712	1780
712	2728
712	3378
712	4847
712	5993
712	6133
712	6954
712	7510
712	9253
712	9293
713	3586
713	4731
713	6011
713	6655
713	8366
713	8761
713	9045
714	6206
714	8018
715	1285
715	4357
715	4366
715	4582
715	4807
715	5055
715	5167
715	5235
715	7530
715	8688
715	9898
715	11163
715	12286
716	447
716	1820
716	2280
716	4815
716	5850
716	6856
716	9724
716	9952
716	10631
716	11599
716	12410
717	403
717	1739
717	3961
717	9510
717	10253
717	10896
718	1818
718	2120
718	2658
718	6301
718	9219
718	11473
719	790
719	1033
719	2235
719	2797
719	4535
719	4648
719	5083
719	6210
719	6611
719	6787
719	10024
719	10163
719	10492
719	10552
719	11269
719	11295
719	11326
719	12022
719	12209
720	305
720	479
720	765
720	3079
720	3422
720	6201
720	6735
720	7229
720	7830
720	8334
721	1359
721	5169
721	7417
721	9092
722	803
722	1936
722	2065
722	4166
722	9159
722	9523
722	9861
722	10397
722	11381
722	12072
723	2464
723	2626
723	2833
723	3010
723	4571
723	8660
723	9004
723	10418
723	10883
724	163
724	1015
724	2321
724	2597
724	5344
724	8712
724	8716
724	10658
724	10739
724	11211
724	11226
725	476
725	688
725	1784
725	2463
725	3072
725	3800
725	4141
725	4621
725	4912
725	4933
725	5001
725	5322
725	6824
725	7646
725	10520
725	10557
725	11119
725	11807
726	81
726	673
726	1701
726	2038
726	2504
726	2794
726	3286
726	3669
726	3986
726	4602
726	5394
726	6224
726	6786
726	7285
726	7602
726	9507
726	9720
726	10254
726	10984
726	11220
726	11398
726	11693
726	11735
727	193
727	367
727	414
727	827
727	1516
727	1608
727	1641
727	1876
727	2051
727	2222
727	2407
727	2486
727	3570
727	3727
727	4777
727	5197
727	5413
727	5526
727	5633
727	5838
727	6404
727	6605
727	6833
727	6874
727	6952
727	7594
727	7662
727	7859
727	8979
727	9625
727	9975
727	10248
727	10775
727	11283
728	289
728	940
728	1024
728	1125
728	1449
728	1498
728	1732
728	1807
728	3069
728	3567
728	3579
728	4088
728	4715
728	4845
728	5184
728	5585
728	5727
728	6021
728	6180
728	6346
728	6389
728	6406
728	7144
728	7179
728	8103
728	8744
728	8757
728	8899
728	9423
728	11270
728	11479
728	11523
728	11976
729	1364
729	2517
729	2688
729	2780
729	3076
729	3783
729	4575
729	5059
729	5231
729	5377
729	6161
729	6463
729	6768
729	7021
729	7237
729	7448
729	7450
729	7928
729	8213
729	8511
729	9889
729	9933
729	9974
729	10114
729	10301
729	10577
729	10759
729	11308
729	12289
730	1241
730	1433
730	1865
730	2494
730	2714
730	3047
730	3094
730	7323
730	8211
730	10886
730	11237
730	12190
731	22
731	197
731	316
731	372
731	1071
731	1902
731	1939
731	1943
731	2013
731	2372
731	2574
731	2612
731	2625
731	3349
731	3529
731	3996
731	4005
731	4267
731	4438
731	5050
731	5158
731	5270
731	5488
731	5571
731	6477
731	6792
731	7386
731	7427
731	7438
731	8346
731	8443
731	8469
731	8780
731	8935
731	8941
731	9212
731	9347
731	9803
731	10640
731	10668
731	10683
731	10979
731	11126
731	11744
731	12057
732	1678
732	1816
732	1903
732	2384
732	2567
732	3495
732	3809
732	4199
732	4772
732	5775
732	6620
732	6700
732	6745
732	7099
732	7213
732	7649
732	8188
732	8293
732	8506
732	9029
732	9482
732	9755
732	9759
732	10004
732	10277
732	10548
732	10556
732	10695
732	10737
732	10798
732	10812
732	11357
732	11630
732	11723
732	11816
732	12108
732	12331
733	409
733	703
733	1271
733	1596
733	1733
733	1789
733	2643
733	3632
733	3761
733	4149
733	5054
733	5624
733	6625
733	6839
733	7573
733	10289
733	11810
733	12100
733	12139
734	49
734	886
734	1727
734	1941
734	2827
734	3620
734	5006
734	5232
734	5854
734	6509
734	7152
734	7364
734	8006
734	9195
734	10602
734	11968
735	121
735	1166
735	6184
735	6238
735	6635
735	8497
735	11912
735	12386
736	239
736	558
736	687
736	975
736	2850
736	3585
736	3700
736	4738
736	4800
736	5248
736	5375
736	6579
736	7402
736	7769
736	9070
736	11151
736	11571
737	228
737	1132
737	1735
737	2406
737	2864
737	4898
737	5330
737	6160
737	6396
737	7160
737	7569
737	8427
737	9554
737	9871
737	10493
737	11039
737	11537
737	12482
738	2113
738	4138
738	4825
738	5407
738	5882
738	5885
738	6204
738	8285
738	8803
738	11855
739	781
739	1255
739	1736
739	3388
739	3764
739	3765
739	5302
739	5469
739	6514
739	7379
739	7955
739	8254
739	10300
739	10322
739	11291
740	259
740	1426
740	1773
740	3463
740	3590
740	5423
740	6099
740	6754
740	8044
740	8096
741	229
741	1008
741	2947
741	3103
741	4126
741	5734
741	6033
741	6696
741	6815
741	7514
741	8178
741	8190
741	9323
741	10205
741	11401
741	11518
741	12076
741	12447
742	515
742	681
742	853
742	1367
742	3108
742	3494
742	3860
742	3873
742	4485
742	4671
742	5014
742	5801
742	6892
742	6931
742	7591
742	8487
742	8857
742	9073
742	9411
742	9607
742	9970
742	10611
742	11167
742	11582
743	680
743	760
743	865
743	985
743	1032
743	1046
743	1065
743	1105
743	1763
743	1968
743	2104
743	2513
743	2571
743	2874
743	3005
743	3037
743	3078
743	3305
743	3621
743	4279
743	4431
743	4435
743	4447
743	4811
743	4824
743	4838
743	4890
743	5421
743	5472
743	5535
743	5557
743	5910
743	6191
743	6205
743	6324
743	6361
743	6426
743	6517
743	6736
743	6995
743	7044
743	7337
743	7384
743	7473
743	7644
743	8121
743	8263
743	8408
743	8460
743	8478
743	8849
743	9146
743	9150
743	9216
743	9245
743	9251
743	9520
743	10110
743	10545
743	10571
743	10587
743	10653
743	10913
743	11014
743	11702
743	11989
743	12007
743	12379
744	56
744	159
744	433
744	541
744	938
744	971
744	1090
744	1311
744	1566
744	1618
744	1754
744	1950
744	2127
744	2225
744	2421
744	2601
744	2824
744	3045
744	3403
744	4159
744	4198
744	4215
744	4327
744	4555
744	4680
744	4725
744	4774
744	4810
744	4818
744	4852
744	5294
744	5348
744	5495
744	5586
744	5915
744	5949
744	6016
744	6020
744	6441
744	6529
744	6628
744	6698
744	6798
744	6841
744	6852
744	7024
744	7033
744	7037
744	7102
744	7114
744	7125
744	7126
744	7195
744	7276
744	7560
744	7656
744	7740
744	7842
744	7968
744	8023
744	8059
744	8224
744	8276
744	8503
744	8592
744	8773
744	8851
