97	6254
100	157
100	3783
101	485
102	9025
103	492
103	7305
103	11439
104	4832
105	1091
105	5257
105	10846
106	178
106	543
106	7837
106	7905
106	8667
107	400
107	4328
107	6807
107	6900
107	7301
107	12072
108	108
108	411
108	798
108	2400
108	3205
108	4189
108	4568
108	6673
108	7289
108	8937
108	11789
109	622
109	881
109	1181
109	2974
109	3101
109	3116
109	3895
109	4352
109	4714
109	5033
109	6096
109	6234
109	7353
109	7575
109	8424
109	9524
109	10668
109	11265
109	12470
110	2607
110	3150
110	3321
110	4495
110	6935
110	6974
110	7263
110	7307
110	7639
110	7765
110	8058
110	11038
110	11797
110	12198
110	12237
111	1451
111	3332
111	4348
111	4866
111	5626
111	5990
111	6824
111	7318
111	8321
111	8336
111	9065
111	9825
111	10553
111	11596
111	12397
112	262
112	933
112	4129
112	4172
112	4420
112	4618
112	4905
112	5358
112	5488
112	5550
112	5591
112	5627
112	5636
112	5681
112	5689
112	5723
112	6413
112	7532
112	8013
112	8298
112	8843
112	9232
112	9751
112	9937
112	10061
112	11040
112	11664
112	11900
112	12052
112	12141
113	382
113	916
113	1202
113	1402
113	1424
113	1828
113	1939
113	2190
113	2894
113	3290
113	3299
113	3336
113	3481
113	4131
113	4167
113	4173
113	4729
113	4842
113	5155
113	5278
113	5395
113	6102
113	6360
113	6487
113	7584
113	8183
113	8268
113	8830
113	8871
113	9083
113	9182
113	9470
113	9568
113	10267
113	10637
113	10852
113	11454
114	311
114	431
114	488
114	683
114	1193
114	1487
114	1496
114	1677
114	1733
114	1821
114	2006
114	2750
114	2923
114	3024
114	3062
114	3187
114	3364
114	3583
114	3729
114	3933
114	4038
114	4392
114	4801
114	4943
114	5385
114	5560
114	5741
114	5924
114	6295
114	6308
114	6559
114	6844
114	7368
114	8272
114	8717
114	9284
114	9423
114	9750
114	9968
114	9973
114	10159
114	10479
114	10737
114	10895
114	11059
114	11333
114	11344
114	11384
114	11808
114	11873
115	236
115	353
115	438
115	735
115	1074
115	1660
115	1731
115	1748
115	1764
115	2038
115	2194
115	2336
115	2446
115	2643
115	2735
115	2745
115	2881
115	2985
115	3075
115	3308
115	3365
115	3622
115	4351
115	4797
115	5057
115	5189
115	5331
115	5460
115	5525
115	5789
115	5910
115	6171
115	6207
115	6274
115	6301
115	6341
115	6875
115	7191
115	7194
115	7229
115	7290
115	7358
115	8363
115	8526
115	8674
115	9063
115	9237
115	9397
115	9504
115	9554
115	9604
115	9675
115	9817
115	9828
115	9915
115	10151
115	10243
115	10740
115	10752
115	11147
115	11162
115	12270
116	460
116	837
116	970
116	1278
116	1315
116	1452
116	1462
116	1463
116	1980
116	2283
116	2318
116	2381
116	2387
116	2550
116	2598
116	2744
116	2797
116	2997
116	3059
116	3123
116	3134
116	3168
116	3548
116	3780
116	3812
116	3986
116	4054
116	4676
116	4758
116	4790
116	4917
116	5124
116	5156
116	5501
116	5578
116	5661
116	5920
116	5961
116	6228
116	6285
116	6601
116	6829
116	6936
116	7328
116	7443
116	7536
116	7747
116	8080
116	8150
116	8242
116	8245
116	8356
116	8362
116	8556
116	8611
116	8626
116	9060
116	9094
116	9712
116	9760
116	10618
116	10623
116	10756
116	10866
116	10872
116	10878
116	10956
116	11298
116	11493
116	11769
116	12009
116	12050
116	12093
116	12137
116	12229
117	57
117	334
117	372
117	419
117	553
117	763
117	942
117	1285
117	1309
117	1331
117	1433
117	1801
117	2054
117	2115
117	2231
117	2257
117	2286
117	2319
117	2386
117	2576
117	2707
117	3185
117	3396
117	3576
117	3581
117	3591
117	3597
117	3711
117	3721
117	3778
117	3969
117	3996
117	4003
117	4275
117	4293
117	4390
117	4593
117	4708
117	4840
117	4873
117	5004
117	5014
117	5336
117	5841
117	6117
117	6119
117	6166
117	6216
117	6241
117	6498
117	6758
117	6802
117	6968
117	7009
117	7097
117	7188
117	7347
117	7428
117	7484
117	7577
117	7650
117	7819
117	7840
117	7940
117	8127
117	8284
117	8285
117	8663
117	8769
117	8837
117	8853
117	8861
117	8984
117	8995
117	9148
117	9174
117	9195
117	9687
117	9724
117	10060
117	10272
117	10297
117	10894
117	10997
117	11036
117	11408
117	11794
117	11965
117	11974
117	12004
117	12017
117	12039
117	12046
117	12276
117	12407
118	176
118	182
118	245
118	324
118	380
118	480
118	586
118	1149
118	1150
118	1216
118	1287
118	1518
118	1540
118	1592
118	1626
118	1655
118	1683
118	1700
118	1772
118	1786
118	1823
118	2135
118	2159
118	2280
118	2334
118	2344
118	2424
118	2538
118	2596
118	3114
118	3325
118	3422
118	3546
118	3889
118	4073
118	4333
118	4510
118	4526
118	4554
118	4844
118	4882
118	4912
118	5101
118	5471
118	5577
118	5581
118	5752
118	5901
118	6003
118	6343
118	6523
118	6526
118	6589
118	6593
118	6934
118	7223
118	7232
118	7243
118	7519
118	7562
118	7632
118	7705
118	7793
118	7909
118	8032
118	8302
118	8307
